x,y,z
-10.257939979731672,-8.95783241105681,30.74022038303538
-9.771355155520073,-7.924544676911857,30.81432872547542
-9.154943253811659,-6.951449382217615,30.473700708158347
-8.473923398528349,-6.181633306849061,29.79806528658327
-7.805055831179951,-5.673577522639609,28.87905221362858
-7.213089601507757,-5.427522064120705,27.837032019813872
-6.743572056482545,-5.407475536525278,26.78072806769415
-6.417517657633836,-5.5845783839477345,25.75868141551208
-6.244778325452281,-5.93128116708093,24.824921350448097
-6.225992859428829,-6.41817169948509,24.02291511406803
-6.350280331158064,-7.028858945055245,23.391396709418185
-6.619034711682171,-7.749449866948714,22.97303638662798
-7.024350725833474,-8.554024768171747,22.8094561943682
-7.543395569448074,-9.405306400092009,22.94049375285203
-8.142095424715198,-10.255346645576514,23.398432459032907
-8.791848069539672,-11.014966556246524,24.193024716996963
-9.446303888421188,-11.56159955998385,25.307913671573655
-10.039315230342805,-11.793121786395968,26.659728011418512
-10.485959159405136,-11.629630365866763,28.095554239106363
-10.713259048485842,-11.014396041800001,29.41704810185211
-10.679307787499562,-10.095186087818202,30.420742525493836
-10.381517391619953,-9.034757561315395,30.977857857986017
-9.869178120944294,-7.926159576787445,31.05748150406398
-9.21706031684417,-6.870470314171888,30.707048740189745
-8.490991354315128,-6.0444900137824975,29.989262102615367
-7.776742117665937,-5.499997961553509,29.009859533840583
-7.144574236844364,-5.233968223020487,27.914947131798492
-6.641865685709497,-5.207389566741971,26.80000690832256
-6.290268818357175,-5.388102937821967,25.721151586144543
-6.100270427390326,-5.742865317676573,24.733359920973093
-6.070266575254716,-6.239389163508155,23.879249786887076
-6.1927480333494005,-6.866611597816267,23.19876873535573
-6.466544926121637,-7.609051029791642,22.733888227326286
-6.879539600768986,-8.44408397547622,22.52841566174075
-7.408020435247961,-9.342544377481905,22.6266786757623
-8.028978003552789,-10.25193172214376,23.061133882276042
-8.717192820906995,-11.074008549172412,23.867292993868837
-9.422669209044887,-11.698259047823827,25.026113608962486
-10.06919059484063,-12.006990350140029,26.450896857010548
-10.568800543281613,-11.88264726226344,27.993688563746847
-10.844063361918419,-11.306247855666475,29.432693034521815
-10.836790679506368,-10.351852453827618,30.55081344559716
-10.545091056563558,-9.13835138690231,31.20635519240792
-10.004150430606204,-7.864556237460955,31.332952531150436
-9.29041498535987,-6.722806501941468,30.950970596618003
-8.498648941457725,-5.832340203716143,30.159676373677282
-7.723000097172926,-5.257017101511011,29.124161270498455
-7.041516041185498,-4.976157522987747,27.9677115277344
-6.498348977512448,-4.961097526146167,26.777075560721894
-6.120901617191514,-5.164655386445884,25.62889732887636
-5.918380947840411,-5.529037051956365,24.581663085250828
-5.883147970472141,-6.0426912790385785,23.672063393943514
-6.010727472970057,-6.690891026910492,22.940361988311416
-6.29073312961804,-7.46087927395517,22.429144169873886
-6.705877597017789,-8.337188141885965,22.178854541275907
-7.252196561428217,-9.289747411869456,22.246639277679535
-7.91578089015883,-10.262479147877931,22.681377806810836
-8.657439817781928,-11.166899001285145,23.504347925021875
-9.4140826864273,-11.883198716677166,24.708758139864724
-10.117221457562454,-12.271600700227854,26.22365163022906
-10.67485601429069,-12.197681460647026,27.88240307270675
-11.000465759296356,-11.612499940216297,29.47200908873424
-11.025428788990451,-10.563161902258905,30.741897979768776
-10.731141393751841,-9.23623624621626,31.496290956847027
-10.156550902136749,-7.871056610024815,31.666757233128408
-9.388622018247908,-6.639384660770342,31.280005925202417
-8.537371492089939,-5.671860905141806,30.462819715267173
-7.701805404878838,-5.041408041911011,29.361329493723968
-6.9638302217120245,-4.737310795327078,28.114944283274347
-6.376571400531969,-4.697899795218599,26.853147210971844
-5.961844656050461,-4.878989858604145,25.634372196216646
-5.726550745444687,-5.243054628781595,24.511980709971184
-5.666671422972411,-5.760076607261794,23.52777441893749
-5.770441749136886,-6.418113187106025,22.720790147832847
-6.0407544417705035,-7.205829731726151,22.131659351632734
-6.469603520553427,-8.10692480214673,21.807608321082565
-7.034678592863685,-9.100927469585372,21.803293791870857
-7.709687681502156,-10.150278759142351,22.16794194172151
-8.478019896161353,-11.157329368771384,22.951991882569132
-9.293936332796054,-11.994608974160045,24.169175187088438
-10.07900486505137,-12.514563514237688,25.752822178903664
-10.731543267746073,-12.555556213411803,27.559181721511482
-11.149615808052758,-12.038733164581705,29.336369296289277
-11.245674571525377,-11.009804125325944,30.800376968177773
-10.995374200469952,-9.603043822235561,31.742287626452843
-10.424006371247648,-8.071937311881726,32.03873863531523
-9.61989647706779,-6.669079499104895,31.70538025322139
-8.697370837647814,-5.5616773593274536,30.865905533239207
-7.778128749590957,-4.828745070668289,29.718877719312886
-6.95649717855289,-4.449099075944908,28.41117334906806
-6.289972198333036,-4.384712073573286,27.053663848950457
-5.813154141026647,-4.556090932272897,25.74124065892504
-5.530036250259531,-4.901478899601772,24.5308783681352
